Location,Hospital_Name,State,District,Pincode,Latitude,Longitude,Specialisation,n_beds
"Behind Allamujji Complex,D.H.Road,Tiptur",Chethana Hospital,Karnataka,Tumakuru,572201,13.2637814,76.4702946,General Physician,0
"B.H.Road,Tiptur",Chiranjeevi Nursing Home,Karnataka,Tumakuru,572201,13.2637814,76.4702946,Gynecology/Obstetrics,10
"Near Bus Stand,B.H.Road,Tiptu",Hemavathi Hospital,Karnataka,Tumakuru,572201,16.2025117,77.3465522,General Pediatrics,50
"Railway Station Road, Tiptur",Jenukal Nursing Home,Karnataka,Tumakuru,572201,13.2566814,76.4762299,General Physician,5
"Bailur, Karkala Tq",Aroors Clinic and Nursing Home,Karnataka,Udupi,574102,13.3371151,74.746596,"Gynecology/Obstetrics,General Physician",4
Near Govt Hospital.Sriramnatgar Karkala,Amar Jyothi Clinic,Karnataka,Udupi,574104,13.2150997,74.9961799,"Orthopaedics,Neurologist,Cardiologist,Urologist",149
"Opposite Bus Stand, Karkala",City Nursing Home,Karnataka,Udupi,574104,13.2130447,74.9985889,Multi-Speciality,149
Karkala,Dr T M A Pai Rotary Hospital,Karnataka,Udupi,574104,13.2150997,74.9961799,General Physician,12
Main Road Karkarla,Karkala Nursing Home,Karnataka,Udupi,574104,13.3371151,74.746596,Orthopaedic,10
"Mangalore Road, Karkala Taluk",Spandana Maternity and General Hospital,Karnataka,Udupi,574104,13.1965603,75.004302,"Dermatologist, Pediatrics, Cardiologist, Gynaecologist, Dentistry",35
Kaup,Prashanth Hospital,Karnataka,Udupi,574106,13.2187521,74.74884,"Orthopaedic,Coronavirus",130
Kuthpady,S. D. M. Ayurveda Hospital,Karnataka,Udupi,574118,13.3258641,74.7249281,"cardiologist, dermatologist, obstetrics, ophthalmologist, pediatrics, neurologist, rheumatologist",110
Udupi,Gandhi Hospital,Karnataka,Udupi,576101,13.3439917,74.7489005,"Pediatrics, Gynaecologist,Maternity,Gastroenterologist",30
K.M.Marg,Lalith Hospital,Karnataka,Udupi,576101,13.3371151,74.746596,"General Physician, Paediatricians,Maternity,Dengue, Vaccination, Fever",4
"57/1, Hanglur - 576217, Kundapura",Sarojini Nursing Home,Karnataka,Udupi,576101,13.6315963,74.6899917,"Cardiologists , Echocardiologists,Bone Fracture, Paediatrics, Urologist",13
Nh-17 Ambalapady,Hitech Medicare Hospital,Karnataka,Udupi,576103,13.3371151,74.746596,"Breast Ultrasound, Bone Mineral Density,Abdominal Ultrasound,Diagnostic Ultrasound",5
24 Ananth Nagar Manipal,Sonia Clinic,Karnataka,Udupi,576104,13.3449705,74.7849072,"Dental,Maternity, neurologist, Bone Fracture,Urologist",8
"Kalianpur, Santhekatte",Goretti Hospital,Karnataka,Udupi,576105,13.3823632,74.7307807,Obstetrician,12
Hebri,Sri Raghavendra Maternity and General Hospital,Karnataka,Udupi,576112,13.4587597,74.992472,"Nephrologist, Dialysis center",10
Hiriadka,Kamath`S Nursing Home,Karnataka,Udupi,576113,13.3512744,74.8653331,Paediatrician,35
"274- 1/6, National Highway 17 Near Service Bus Stand Kundapura",Adarsha Hospital,Karnataka,Udupi,576201,13.6315963,74.6899917,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
Church Road Church Road Kundapura 576201 Dist Udupi Karnataka,Chinmayi Hospital,Karnataka,Udupi,576201,13.3371151,74.746596,Gynaecologist & Obstetrician,110
Kundapura,General Hospital,Karnataka,Udupi,576201,13.6315963,74.6899917,Ophthalmologist,30
"Shasthri Circle, Kundarura,Mangalore",Manish Hospital,Karnataka,Udupi,576201,12.9141417,74.8559568,Cardiologist,4
"A K G Road, Voderhobli Kundapura Kundapura",Sri Devi Nursing Home,Karnataka,Udupi,576201,13.6315963,74.6899917,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"Kundapura Main Road,Kundapura Taluk",Sri Manjunatha Hospital - Kundapur,Karnataka,Udupi,576201,13.6315963,74.6899917,Obstetrician,5
"Church Road,Kundapur Tq.",Sri Matha Hospital,Karnataka,Udupi,576201,37.1904677,-77.6854117,"Nephrologist, Dialysis center",8
"Nh-66,Post Brahmavara, Udupi Tq",Mahesh Hospital,Karnataka,Udupi,576213,43.1938516,-71.5723953,Paediatrician,12
"N.H.66, Byndoor,Kundapur Tq",Anjali Hospital,Karnataka,Udupi,576214,43.1938516,-71.5723953,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
Gangulli,Chandra Nursing Home,Karnataka,Udupi,576216,13.3371151,74.746596,Gynaecologist & Obstetrician,35
Kota,Charmakki Narayana Setty Memorial Lions Eye Hsp,Karnataka,Udupi,576221,13.5240018,74.7044425,Ophthalmologist,130
"N.H-17, Kundapura Taluk",Dr N Bhaskara Acharya Memorial Hospital,Karnataka,Udupi,576222,13.8342723,74.8041701,Cardiologist,110
Church Road,J M J Diagnova Hospital,Karnataka,Udupi,576222,13.3371151,74.746596,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
Main Road Kajubagh Main Road Karwar,Guru Krupa Nursing Home,Karnataka,Uttara Kannada,581301,14.8184812,74.1416127,Obstetrician,4
Near Mini Vidhan Soudha Karwar,Konkan Medical Centre,Karnataka,Uttara Kannada,581301,14.8184812,74.1416127,"Nephrologist, Dialysis center",13
"Dr Ramachandra Pikle Road Karwar, Karnataka",Dr Pikles New Nursing Home,Karnataka,Uttara Kannada,581302,14.8184812,74.1416127,Paediatrician,5
Green Street Karwar,Dr. Shettys Eye Hospital,Karnataka,Uttara Kannada,581302,14.8087308,74.1287673,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",8
College Road Ankola,Arya Medical And Research Centre,Karnataka,Uttara Kannada,581314,14.6653087,74.3000878,Gynaecologist & Obstetrician,5
Ankola,Dr Kamal Hospital and Medical Research Centre,Karnataka,Uttara Kannada,581314,14.6653087,74.3000878,Ophthalmologist,8
Ankola,K.L.E. Society Kamal Hospital and Mrc,Karnataka,Uttara Kannada,581314,14.6653087,74.3000878,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"P.B.No.19, Sultan Street, Bhatkal",Bhatkal Health Care Ltd,Karnataka,Uttara Kannada,581320,13.9861894,74.554655,Gynaecologist & Obstetrician,110
G.D.Somani Marg. Dandeli,Dr.G.V.Bhat Hospital,Karnataka,Uttara Kannada,581325,15.2496775,74.6173738,Ophthalmologist,30
Dandeli,General Hospital-- Dandeli,Karnataka,Uttara Kannada,581325,15.2496775,74.6173738,Cardiologist,4
Havagi Haliyal,Navachetan Charitable Hospital,Karnataka,Uttara Kannada,581329,15.3306252,74.7658918,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"Bunder Road, Honavar Honavar",Sri Devi Multispeciality Hospital,Karnataka,Uttara Kannada,581334,14.275295,74.4420143,Obstetrician,5
"Nh-17, Prabhat Nagar, Honavar",St Ignatius Hospital,Karnataka,Uttara Kannada,581334,14.2797502,74.4439252,"Nephrologist, Dialysis center",8
Po Kasarkod Tq Honavar,Vivekananda Agogyadhama,Karnataka,Uttara Kannada,581342,14.2797502,74.4439252,Paediatrician,12
"Kumbhishwar Road, Kumta",Achyut Pandit Hospital,Karnataka,Uttara Kannada,581343,14.4275482,74.4190929,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
Nellekeri Kumta,Dr Halkar Nursing Home,Karnataka,Uttara Kannada,581343,14.4275482,74.4190929,Gynaecologist & Obstetrician,35
"Bastipet,Kumta",Kumt Nursing Home,Karnataka,Uttara Kannada,581343,14.4275482,74.4190929,Ophthalmologist,130
"Subhash Road,Kumta",Mankikars Clinic Maternity and Nursing Home,Karnataka,Uttara Kannada,581343,14.4249432,74.4086917,Cardiologist,110
"Subhash Road, Opposite To State Bank Of Mysore,Kumta","Nishant Eye Hospital,Retina Care And Lazer Center",Karnataka,Uttara Kannada,581343,14.4275482,74.4190929,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"Nh - 17, Gandhinagar, Kumta",Ramleela Hospital,Karnataka,Uttara Kannada,581343,14.4275482,74.4190929,Obstetrician,4
"Nh 17, Murudeshwara",Rns Hospital,Karnataka,Uttara Kannada,581350,14.093993,74.4898633,"Nephrologist, Dialysis center",13
"Ravindra Nagar, Siddapur",Omkar Clinic and Nursing Home,Karnataka,Uttara Kannada,581355,14.3410006,74.8899841,Paediatrician,5
Shanthi Nagar,S S Memorial Sheryas Hospital,Karnataka,Uttara Kannada,581355,14.627805,74.844577,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Devikere, Sirisi, Kanara North, Karnataka",Ganesh Netralaya Mahalaxmi Memorial Hospital,Karnataka,Uttara Kannada,581401,14.6197189,74.8309741,Gynaecologist & Obstetrician,110
Khb Colony,Kripa Nursing Home,Karnataka,Uttara Kannada,581401,14.8167561,74.1372087,Ophthalmologist,30
"B.R.Road, Shahapur",Drishti Eye Hospital,Karnataka,Yadgir,585223,16.6956754,76.8431564,Cardiologist,4
"Bellary Road, Shahapur",Taluk Health Office,Karnataka,Yadgir,585223,19.4559236,73.3296037,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
Near Ksrtc Bus Stand Mc Road,Mammen Memmorial Hospital,Kerala,Alappuzha,688001,10.1111911,76.4807109,Obstetrician,5
Thathampally,Sahrudaya Hospital,Kerala,Alappuzha,688013,9.5064885,76.3478097,"Nephrologist, Dialysis center",8
"Kattoor, Kalavoor",St Michaels Hospital Tsunami Project Only),Kerala,Alappuzha,688522,9.5653007,76.3246517,Paediatrician,12
"Greengardens, Cherthala",S H General Hospital,Kerala,Alappuzha,688523,9.6792828,76.3515861,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"P.B No-30, National Highway Site",K V M Mutispeciality Hospital,Kerala,Alappuzha,688524,18.5691128,73.7701993,Gynaecologist & Obstetrician,35
"Vayalar, Cherthala","Primary Health Centre, Vrvm",Kerala,Alappuzha,688524,9.6836368,76.3365377,Ophthalmologist,130
"T.B Clinic,Cherthala",Sree Narayana Medical Mission General Hospital,Kerala,Alappuzha,688524,9.6836368,76.3365377,Cardiologist,110
"Near Pvt Bus Stand, Nadrkevu Road",Sree Venkateswara Hospital,Kerala,Alappuzha,688524,9.6874282,76.3398962,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
Alappuzha,T.D. Medical College Hospital Alappuzha,Kerala,Alappuzha,688524,9.5078547,76.3237932,Obstetrician,4
Cherthala,Taluk Head Quartes Hospital,Kerala,Alappuzha,688524,9.7501932,76.3896828,"Nephrologist, Dialysis center",13
Arthunkal Po.Cherthala,St Sebastians Visitation Hospital (Tsunami Project Only),Kerala,Alappuzha,688530,9.7037087,76.3168932,Paediatrician,5
Thuravoor,Primary Health Centre,Kerala,Alappuzha,688532,9.7728068,76.3116235,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
0,Shanthi Hospital,Kerala,Alappuzha,688532,9.9382611,76.3500378,Gynaecologist & Obstetrician,110
"Bye Pass Junction, Aroor",Lakshmi Hospital,Kerala,Alappuzha,688534,9.0933391,76.6869226,Ophthalmologist,30
"Ezhupuuna Panchayath Beside Nh 47, Eramallor Near Kochi",Moham Hospital Tsunami Project Only),Kerala,Alappuzha,688537,9.9312328,76.2673041,Cardiologist,4
"Maruthorvattom Temple Road, Near N. H. 47, Cherthala",Kinder Womens Hspital and Fertility Centre (P) Ltd.,Kerala,Alappuzha,688539,43.1938516,-71.5723953,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"C.A. Road, Pallippuram",St Thomas,Kerala,Alappuzha,688541,10.4676986,76.1819605,Obstetrician,5
"Thakazhy, Alleppy","R.B.M. Hospital,",Kerala,Alappuzha,688562,9.4081987,76.3466401,"Nephrologist, Dialysis center",8
Mulakuza Chengannur Chengannur,Century Hospital,Kerala,Alappuzha,689505,9.3182301,76.6084988,Paediatrician,12
"Angadical,Puthencavu P.O.Chengannur,Kerala",Pamlatheeram Ayurvedic Riverside Village,Kerala,Alappuzha,689505,9.3183275,76.6110845,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
Edathua,Maha Jublee Memorial Hospital,Kerala,Alappuzha,689573,9.3695022,76.4603406,Gynaecologist & Obstetrician,35
"Court Junction, Mavelikara",Gems Hospital,Kerala,Alappuzha,690101,9.3303263,76.5318695,Ophthalmologist,130
"Puthenkodickal, Nadakavu, Mavelikara, Kerala","P.M. Hospital, Mavelikara",Kerala,Alappuzha,690101,9.2505757,76.5400806,Cardiologist,110
"Nadackavu, Mavelikara Mavelikara 690101 Dist Alleppey Kerala",Philip Memorial Hospital,Kerala,Alappuzha,690101,9.1973566,76.5163691,Obstetrician,20
"Court Junction, Mavelikara",Sovereign Gems Hospital,Kerala,Alappuzha,690101,9.3303263,76.5318695,"Nephrologist, Dialysis center",17
Mavelikara,Vrindavan Ayurveda Nursing Home,Kerala,Alappuzha,690101,9.2505757,76.5400806,Paediatrician,30
"Thattarambalam P.O, Mavelikara",V.S.M.Hospital,Kerala,Alappuzha,690103,9.2529917,76.5213648,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",101
"Kpac Junction Kallummoodu, Kayamkulam Kerala",Christos Hospital,Kerala,Alappuzha,690502,9.1562928,76.5130539,Gynaecologist & Obstetrician,20
"Court Road, Kayamkulam, Kayamkulam, Kerala",Ebenezer Hospital,Kerala,Alappuzha,690502,9.1736831,76.4991566,Ophthalmologist,7
"Krishnapuram, Kayamkulam",J J Hospital,Kerala,Alappuzha,690502,9.1774559,76.5306566,Cardiologist,11
"N.H.47, Kpac Jn, Kayamkulam",Medical Trust Hospital (Tsunami Project Only),Kerala,Alappuzha,690502,43.1938516,-71.5723953,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",33
"Alacode, Kollakadavu P.O., Cheriyanadu, Chengannur",Sanjivani Multi-Speciality Hospital,Kerala,Alappuzha,690509,9.3183275,76.6110845,Gynaecologist & Obstetrician,26
"Muttom P O,Harippad,Alleppy",Hi -Care Medical Center,Kerala,Alappuzha,690511,9.2632089,76.4794329,"General Physician, Gastroenterologist, Oncologist, Endoscopist",43
"North Of Town Hall, Haripad",Chaithanya Eye Hospital,Kerala,Alappuzha,690514,9.2835033,76.4542486,"Gynaecologist & Obstetrician, Urologist",19
"Karuvatta, Haripad",Deepa Hospital,Kerala,Alappuzha,690514,9.2815315,76.4534165,General Physician,6
Kumarapuram Po Haripad,Huda Trust,Kerala,Alappuzha,690514,9.283214,76.457574,"Gynaecologist & Obstetrician, ENT",24
"Chingoli P.O., Karthikappally, Kerala",Sree Ramakrishna Pharmacy-Karthikappally-Kerala,Kerala,Alappuzha,690532,9.2515842,76.4451337,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatrician, Ophthalmologist, Cardiologist, Oncologist
",41
Vandanam,"T.D Medical College, Alappuzha",Kerala,Alappuzha,688005,9.4178085,76.3512483,"ENT, General Physician, Orthopaedic, Paediatricians, Neurologist, Cardiologist, Urologist, Diabetologist, Nephrologist,Coronavirus Testing Centres,Dialysis Centre, Cancer, Oncologist, Endocrinologist, Paediatric Neurologist, Paediatric, Joint Replacement, Paediatric Cardiologist",521
"39 /4603, Sreekandath Road, Ravipuram",V.G.Saraf Memorial Hospital\n,Kerala,Ernakulam,682016,9.9613612,76.2885246,Maternity,15
Kochi,Arya Vaidya Sala Kottakkal,Kerala,Ernakulam,682001,9.9312328,76.2673041,"General Physician, Gynaecologist & Obstetrician, Neurologist, Cardiologist, Thyroid, Tonsillitis, ENT, Migraine, Arthritis, Osteoarthritis, Cancer",76
"Karanchira, Kattoor, Irinjalakuda Kochi",Bishop Alappatt Mission Hospital,Kerala,Ernakulam,682002,10.3903715,76.1643006,"Paediatricians, Maternity",27
Panayappilly,Goutham Hospital,Kerala,Ernakulam,682002,9.9463846,76.2580499,"General Physician, Orthopaedic",16
Dhanwanthari Nagar Moulana Azad Road Kappalandimukku Fort Cochin,West Side Hospital Pvt Ltd,Kerala,Ernakulam,682002,9.9312328,76.2673041,"Gynaecologist & Obstetrician, Maternity, Gynecological Cancer",45
"Opposite Government Hospital, Karuvelipady, Cochin",Jesus Hospital,Kerala,Ernakulam,682005,9.9390337,76.2616704,Dentist,3
Capitol Road,K P M Eye Hospital,Kerala,Ernakulam,682005,9.9816358,76.2998842,Ophthalmologist,6
Panepalli Kochi Kochi,Laxmi Hospital,Kerala,Ernakulam,682005,33.5588035,133.5311675,"Orthopedist, Physiotherapist, ENT",5
"23/2801-A,Palluruthy.",Our Lady Hospital,Kerala,Ernakulam,682006,9.9087118,76.2730412,"ENT, Otorhinolaryngologist",5
"P.B. No. 868, Panayapilly, Kochi",Gautham Hospital,Kerala,Ernakulam,682008,9.9463846,76.2580499,Maternity,5
Ernakulam,Chaitanya Eye Hospital and Research Instt,Kerala,Ernakulam,682011,9.9816358,76.2998842,Maternity,7
Chlakudy,Dhanya Mission Hospital Potta,Kerala,Ernakulam,682011,9.9816358,76.2998842,Ophthalmologist,12
T. D. Road,Dr Kunhalus Nursing Home,Kerala,Ernakulam,682011,9.9816358,76.2998842,Gynaecologist & Obstetrician,28
Ernakulam,General Hospital,Kerala,Ernakulam,682011,9.9717776,76.2822336,"Urology, Gynaecologist & Obstetrician, Gastroenterology, Dermatolist, Diabetologist",23
40/952 Chittoor Road / Mg Road Kochi,Krishna Hospital,Kerala,Ernakulam,682011,9.9780179,76.2836547,"Dentist, Neurologist, Cardiac, Orthodontist",21
Hospital Road,Susrusha Nursing Home-Cochin,Kerala,Ernakulam,682011,9.9418718,76.3467375,"General Physician, Ophthalmologist",12
"Laurdes Hospital, Pachalam",Lourdes Hospital,Kerala,Ernakulam,682012,10.0065589,76.2782693,Gynaecologist & Obstetrician,14
"27/3215, Opp: Shipyard M G Road, Kochi",Vasan Eye Care Hospital,Kerala,Ernakulam,682015,9.9515134,76.2976712,"General Physician, Orthopaedic",8
Sreemoolanagaram,Aiswarya Clinic,Kerala,Ernakulam,682016,10.1340201,76.4013471,Ophthalmologist,6
38/685 A Sahodharan Ayyappan Road Kadavanthra Kochi,Chaithanya Ent Hospital,Kerala,Ernakulam,682016,9.9687585,76.3163513,Orthopaedic,6
"M.G Road,Cochin",City Hospital,Kerala,Ernakulam,682016,9.9312328,76.2673041,ENT,6
M G Road Kochi,Cochin Hospital,Kerala,Ernakulam,682016,9.9193393,76.3130403,Gynaecologist & Obstetrician,15
M G Road Kochi,Medical Trust Hospital,Kerala,Ernakulam,682016,9.9312328,76.2673041,"General Physician, Urologist, Diabetologist, Tuberculosis, Cardiac, Asthma, Hepatitis, Maternity",4
"Vattekkattu Road, Kaloor. Cochin",Paul`S Hospital,Kerala,Ernakulam,682017,9.9970903,76.302815,General Physician,5
"Pallipparambu Road, Kaloor, Kochi",Sree Sankara Ayurveda Hospital,Kerala,Ernakulam,682017,9.9561103,76.2443858,"General Physician, Urologist",8
Ernakulam Cochin,Dr. D Souza Ent Clinic and Nursing Home,Kerala,Ernakulam,682018,9.9816358,76.2998842,Orthopedic,4
"Cochin-18, Kerala",Lisia Medical Institutions,Kerala,Ernakulam,682018,9.9816358,76.2998842,"Gastroenterologist, Urologist, Maternity",14
P.B. No,Lisie Hospital,Kerala,Ernakulam,682018,9.9899455,76.2882759,Gynaecologist & Obstetrician,14
"Madhavapharmacy Jn., Kacherippady, Kochi",P.N.V.M. Hospital and Research Centre,Kerala,Ernakulam,682018,9.9858464,76.2814796,Ophthalmologist,4
"Mbr Medical Trust ""Thamasa"" Civil Line Road, Palarivattom, Kochi",Specialists Hospital,Kerala,Ernakulam,682018,10.004164,76.3096866,"Orthopaedic, Paediatrician",6
"Chittoor Oad,Ernakulam, Cochin",Sree Sudheendra Medical Mission,Kerala,Ernakulam,682018,9.9988477,76.2799097,"Pathology Labs
",0
"St. Benedict Road, Ernakulam North, Cochin",Vijaya Hospital,Kerala,Ernakulam,682018,9.9901897,76.2810132,Maternity,11
"Kacheripady, Chittoor Road, Near Vimalalayam",Westend Eye Hospitals,Kerala,Ernakulam,682018,9.9874893,76.2838322,Dentist,2
"N.H.47 Bypass, Thykoodam, Vyttila",Dr. Joys Hospital For Women And Children,Kerala,Ernakulam,682019,9.958075,76.3219491,"General Physician, Paediatrician",4
"S.A Road,Vyttila,Cochin",Lakeshore Hospital City Centre,Kerala,Ernakulam,682019,9.9666543,76.3168134,"General Physician, Gynaecologist & Obstetrician",16
"Ponnurunni,Vyttila,Kochi",Naivedya Ayurvedic Hospital and Research Centre,Kerala,Ernakulam,682019,9.9768291,76.3099648,Orthopaedic,4
"Nr Power House,Tripunithura Road,Vyttila,Cochin",Ranjini Eye Care,Kerala,Ernakulam,682019,9.963008,76.3715772,Orthopaedic,4
"Sahodaran Ayyappan Road, Vyttila",Welcare Hospital,Kerala,Ernakulam,682019,9.9681532,76.3135216,Maternity,16
"28/3141 A, 28/2576 A, Ponneth Temple Road, Kadavanthra",Giridhar Eye Institute,Kerala,Ernakulam,682020,9.9640099,76.3048506,General Physician,2
"Gandhi Nagar, Kochi",Indira Gandhi Co-Operative Hospital,Kerala,Ernakulam,682020,9.9752364,76.2956985,"Urologist, Maternity",17
"Ernakulam,Kochi",Komaranchath Urology Centre,Kerala,Ernakulam,682020,9.9816358,76.2998842,"Gynaecologist & Obstetrician, Ophthalmologist, Oncologist",17
"353/307 A, Kp Vallon Road Kadavanthra Po. Kochi",Silverline Hospital,Kerala,Ernakulam,682020,9.9312328,76.2673041,Maternity,18
Muvattupuzha,Vallakkalil Hospital,Kerala,Ernakulam,682020,9.9894229,76.5789749,"General Physician, Gynaecologist & Obstetrician, Ophthalmologist, Cardiologist, Diabetologist, Neurologist",16
"Kadamdhenu Apartments,Kadavanthra-Kaloor Road Kadavanthra,Kochi",Vijaya Institute Of Medical Sciences,Kerala,Ernakulam,682020,9.9690388,76.2992953,"General Physician, Orthopaedic",6
"Judge Mukku, Thrikkakara, Kochi-682021",Aditya Eye Hospital,Kerala,Ernakulam,682021,10.0335491,76.3355075,"Gastroenterology, ENT, Dental, Gynaecology & Obstetric, Ophthalmology, Endocrinology & Diabetes, Urology, Dermatology",4
"Chakkaraparambu,Near Hotel, Holiday Inn Nh Byepass,Kochin",Vijayalakshmi Medical Centre,Kerala,Ernakulam,682021,43.1938516,-71.5723953,"General Physician, Ophthalmologist",4
"Civil Line Road, [Kakkanad Road], Padivattom, Kochi, Kerala",Alexander Eye Center (Unit Of Kelman Health First Hospital Network Pvt Ltd),Kerala,Ernakulam,682024,10.0044908,76.31049,"Gynecology/Obstetrics, Gynecologic Oncology",18
"Amrita Lane, Elamakkara P O Edappally, Kochi",Amrita Institute Of Medical Sciences And Research Centre,Kerala,Ernakulam,682024,10.0380878,76.2973528,"General Physician, Gynaecologist & Obstetrician, Cardiologist, Diabetologist, Oncologist, Orthopaedic",18
"Edappally Bye-Pass Jn., Cochin",Cochin Spine Hospital,Kerala,Ernakulam,682024,10.0217485,76.2989994,"ENT, Urologist, Gastroenterologist, Dermatologist, Gynaecology & Obstetrics, Endocrinology & Diabetes, Ophthalmology",18
"Pathadippalam, Edappaly P.O., Cochin",Dr. Promodus Institute Of Sexual and Marital Health,Kerala,Ernakulam,682024,10.0397131,76.3195853,Orthopaedic,4
"Market Road,Edappally",Mar Augustin Jubilee Hospital,Kerala,Ernakulam,682024,10.0217907,76.3075913,"General Physician, Paediatrician",4
Eadappally North Po Cochin 24,Punarnava Ayurveda Hospital Ltd Kerla,Kerala,Ernakulam,682024,9.930897,76.2684035,Institutions For Aged,0
"Kadavanthara, Kochi",Indira Gandhi Memorial Hospital,Kerala,Ernakulam,682025,9.9312328,76.2673041,"Gynecologist, Orthopedic, Neurologist",17
"Thammanam P. O.,Kochi",Kumar International Centre,Kerala,Ernakulam,682025,9.9885532,76.3093555,"General Physician, Gynaecologist & Obstetrician",18
"Thammanam Road, Palarivattam",Suburban Hospital,Kerala,Ernakulam,682025,9.9927245,76.3079038,"General Physician, Paediatrician, Diabetologist, Maternity",18
"34-563, A-1, Opposite To India Visionnh Bypass Road Palarivattom, Palarivattom, Palarivattom, Kerala",Vasan Eye Care Hospital,Kerala,Ernakulam,682025,9.9984802,76.3119364,"Urologist, ENT, Gynaecology & Obstetrics, Ophthalmology, Nephrology",33
Kadamakkudy,Government Ayurveda Hospital,Kerala,Ernakulam,682027,10.0540229,76.2537052,"Ophthalmology, Endocrinology & Diabetes, Urology, Nephrology, ENT, Dermatology, Gastroenterology, Gynaecology & Obstetrics, Dentist",8
"N.H. By Pass. Palarivattom, Diagonally Oppsite To Spices Board Office",Ernakulam Medical Centre,Kerala,Ernakulam,682028,43.1938516,-71.5723953,"General Physician, Neurologist, Coronavirus Treatment, Diabetologist, Urologist",25
Kodungallur,Gouri Sankar Nursing Home,Kerala,Ernakulam,682030,9.9816358,76.2998842,Orthopaedic,25
Vii/528-B & Vii/528-C Kakkanad Sea Port- Airport Road Kochi,Sunrise Hospital,Kerala,Ernakulam,682030,9.9312328,76.2673041,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Ophthalmologist, Urologist, ENT, Dental",25
"Kakkanad P.O., Kochi",Thrikkakara Grama Panchayat Co-Operative Hospital,Kerala,Ernakulam,682030,9.9312328,76.2673041,"General Physician, Gynaecologist & Obstetrician, Cardiologist",25
"Edappally, Kochi",Cimar Cochin,Kerala,Ernakulam,682031,10.0101013,76.3111946,Chemist,0
"Vysali Jn, Nh Bye Pass, Cochin",Noushad Ent Hospital and Research Centre,Kerala,Ernakulam,682032,10.1136767,76.3298622,"Gynaecology & Obstetrics, Ophthalmology, Gastroenterology, Nephrology, Endocrinology & Diabetes, ENT, Dermatology, Dentist",48
Changampuzha Nagar P O Pathadipalam Edapally Kochi,Kims Hospital And Surgical Center,Kerala,Ernakulam,682033,10.0410788,76.3195853,Maternity,20
Rajaji Road Kochi,Al Shifa Super Specialty Hospital,Kerala,Ernakulam,682035,9.9786744,76.2856402,"General Physician,Pediatrician",0
Mullassery Canal Road,Ojus Clinic And Nursing Home,Kerala,Ernakulam,682035,10.5445582,76.0727236,Multi-Speciality,6
"Vypin,Ernakulam,Kerala",Sarada Nursing Home,Kerala,Ernakulam,682035,10.0687019,76.2131474,"Fracture,Orthopaedic",3
"Nh 47, By Pass Road, Maradu, Nettoor",Lakeshore Hospital And Research Center Ltd,Kerala,Ernakulam,682040,43.1938516,-71.5723953,"General Physician,Pediatrician",10
"Xx1/64,Near Nss College,North Fort Gate,Tripunithura",Devi Hospital Pvt Ltd,Kerala,Ernakulam,682301,9.9470769,76.3427067,Eye Specialist,0
